event_date,event_name,event_location,fight_id,weight_class,method,method_detail,round,time,fight_time_seconds,time_format,referee,fighter,opponent,result,kd,sig_str_landed,sig_str_attempted,sig_str_pct,total_str_landed,total_str_attempted,td_landed,td_attempted,td_pct,sub_att,rev,ctrl_sec,ss_head_landed,ss_head_attempted,ss_body_landed,ss_body_attempted,ss_leg_landed,ss_leg_attempted,ss_distance_landed,ss_distance_attempted,ss_clinch_landed,ss_clinch_attempted,ss_ground_landed,ss_ground_attempted,r1_kd,r1_sig_str_landed,r1_sig_str_attempted,r1_total_str_landed,r1_total_str_attempted,r1_td_landed,r1_td_attempted,r1_sub_att,r1_rev,r1_ctrl_sec,r1_ss_head_landed,r1_ss_head_attempted,r1_ss_body_landed,r1_ss_body_attempted,r1_ss_leg_landed,r1_ss_leg_attempted,r1_ss_distance_landed,r1_ss_distance_attempted,r1_ss_clinch_landed,r1_ss_clinch_attempted,r1_ss_ground_landed,r1_ss_ground_attempted,r2_kd,r2_sig_str_landed,r2_sig_str_attempted,r2_total_str_landed,r2_total_str_attempted,r2_td_landed,r2_td_attempted,r2_sub_att,r2_rev,r2_ctrl_sec,r2_ss_head_landed,r2_ss_head_attempted,r2_ss_body_landed,r2_ss_body_attempted,r2_ss_leg_landed,r2_ss_leg_attempted,r2_ss_distance_landed,r2_ss_distance_attempted,r2_ss_clinch_landed,r2_ss_clinch_attempted,r2_ss_ground_landed,r2_ss_ground_attempted,r3_kd,r3_sig_str_landed,r3_sig_str_attempted,r3_total_str_landed,r3_total_str_attempted,r3_td_landed,r3_td_attempted,r3_sub_att,r3_rev,r3_ctrl_sec,r3_ss_head_landed,r3_ss_head_attempted,r3_ss_body_landed,r3_ss_body_attempted,r3_ss_leg_landed,r3_ss_leg_attempted,r3_ss_distance_landed,r3_ss_distance_attempted,r3_ss_clinch_landed,r3_ss_clinch_attempted,r3_ss_ground_landed,r3_ss_ground_attempted,r4_kd,r4_sig_str_landed,r4_sig_str_attempted,r4_total_str_landed,r4_total_str_attempted,r4_td_landed,r4_td_attempted,r4_sub_att,r4_rev,r4_ctrl_sec,r4_ss_head_landed,r4_ss_head_attempted,r4_ss_body_landed,r4_ss_body_attempted,r4_ss_leg_landed,r4_ss_leg_attempted,r4_ss_distance_landed,r4_ss_distance_attempted,r4_ss_clinch_landed,r4_ss_clinch_attempted,r4_ss_ground_landed,r4_ss_ground_attempted,r5_kd,r5_sig_str_landed,r5_sig_str_attempted,r5_total_str_landed,r5_total_str_attempted,r5_td_landed,r5_td_attempted,r5_sub_att,r5_rev,r5_ctrl_sec,r5_ss_head_landed,r5_ss_head_attempted,r5_ss_body_landed,r5_ss_body_attempted,r5_ss_leg_landed,r5_ss_leg_attempted,r5_ss_distance_landed,r5_ss_distance_attempted,r5_ss_clinch_landed,r5_ss_clinch_attempted,r5_ss_ground_landed,r5_ss_ground_attempted
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",7a440fcd8048b091,Ultimate Fighter Latin America Bantamweight Tournament Title Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),John McCarthy,Alejandro Perez,Jose Quinonez,W,0,38,130,0.29,43,135,1,2,0.5,1,0,25,19,92,3,5,16,33,38,126,0,4,0,0,0,16,49,16,49,0,1,0,0,1,5,29,1,3,10,17,16,47,0,2,0,0,0,12,54,12,54,0,0,0,0,6,7,42,2,2,3,10,12,52,0,2,0,0,0,10,27,15,32,1,1,1,0,18,7,21,0,0,3,6,10,27,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",7a440fcd8048b091,Ultimate Fighter Latin America Bantamweight Tournament Title Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),John McCarthy,Jose Quinonez,Alejandro Perez,L,0,38,111,0.34,48,125,3,4,0.75,2,1,209,28,97,9,11,1,3,28,98,1,1,9,12,0,11,38,11,38,2,2,0,0,29,8,33,2,2,1,3,9,35,1,1,1,2,0,13,43,13,43,0,1,0,0,0,10,39,3,4,0,0,13,43,0,0,0,0,0,14,30,24,44,1,1,2,1,180,10,25,4,5,0,0,6,20,0,0,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",7228398a1ab12183,Featherweight Bout,Submission,,1,3:18,198,3 Rnd (5-5-5),Mario Yamasaki,Ricardo Lamas,Dennis Bermudez,W,1,14,25,0.56,16,27,0,0,0.0,1,1,51,2,13,9,9,3,3,6,17,5,5,3,3,1,14,25,16,27,0,0,1,1,51,2,13,9,9,3,3,6,17,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",7228398a1ab12183,Featherweight Bout,Submission,,1,3:18,198,3 Rnd (5-5-5),Mario Yamasaki,Dennis Bermudez,Ricardo Lamas,L,0,8,30,0.26,16,38,0,1,0.0,0,0,60,2,21,3,5,3,4,4,25,4,5,0,0,0,8,30,16,38,0,1,0,0,60,2,21,3,5,3,4,4,25,4,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",4087bb7b3b1b9e24,Featherweight Bout,Submission,,3,0:30,630,3 Rnd (5-5-5),Mario Yamasaki,Gabriel Benitez,Humberto Brown Morrison,W,0,23,61,0.37,32,71,0,0,0.0,5,0,25,15,48,5,10,3,3,19,53,4,8,0,0,0,6,17,7,18,0,0,4,0,14,4,13,1,3,1,1,4,13,2,4,0,0,0,14,41,22,50,0,0,0,0,11,8,32,4,7,2,2,12,37,2,4,0,0,0,3,3,3,3,0,0,1,0,0,3,3,0,0,0,0,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",4087bb7b3b1b9e24,Featherweight Bout,Submission,,3,0:30,630,3 Rnd (5-5-5),Mario Yamasaki,Humberto Brown Morrison,Gabriel Benitez,L,0,18,36,0.5,35,55,1,4,0.25,0,0,367,13,28,1,4,4,4,8,20,3,5,7,11,0,12,19,23,30,1,1,0,0,230,9,16,1,1,2,2,2,5,3,3,7,11,0,6,17,11,24,0,3,0,0,120,4,12,0,3,2,2,6,15,0,2,0,0,0,0,0,1,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",22f52e3b614e0d8a,Bantamweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Herb Dean,Marco Beltran,Marlon Vera,W,0,31,62,0.5,70,104,1,4,0.25,0,1,346,22,50,4,7,5,5,10,29,6,8,15,25,0,10,19,23,34,1,4,0,0,172,7,14,2,4,1,1,3,9,4,5,3,5,0,10,17,26,34,0,0,0,1,123,7,14,1,1,2,2,2,2,0,0,8,15,0,11,26,21,36,0,0,0,0,51,8,22,1,2,2,2,5,18,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",22f52e3b614e0d8a,Bantamweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Herb Dean,Marlon Vera,Marco Beltran,L,0,25,56,0.44,30,62,1,1,1.0,2,0,362,20,46,5,10,0,0,7,26,2,2,16,28,0,5,16,8,19,0,0,0,0,63,4,13,1,3,0,0,1,11,0,0,4,5,0,1,4,2,6,1,1,2,0,159,1,4,0,0,0,0,0,0,0,0,1,4,0,19,36,20,37,0,0,0,0,140,15,29,4,7,0,0,6,15,2,2,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",1e1a09bbedf7781d,Welterweight Bout,Submission,,1,3:38,218,3 Rnd (5-5-5),Herb Dean,Edgar Garcia,Hector Urbina,L,0,12,18,0.66,15,22,2,2,1.0,0,0,99,10,16,0,0,2,2,2,7,1,1,9,10,0,12,18,15,22,2,2,0,0,99,10,16,0,0,2,2,2,7,1,1,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",1e1a09bbedf7781d,Welterweight Bout,Submission,,1,3:38,218,3 Rnd (5-5-5),Herb Dean,Hector Urbina,Edgar Garcia,W,0,4,7,0.57,7,10,0,0,0.0,2,1,71,1,2,1,2,2,3,3,6,0,0,1,1,0,4,7,7,10,0,0,2,1,71,1,2,1,2,2,3,3,6,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",12eec1df1fd078a2,Welterweight Bout,Submission,,1,4:46,286,3 Rnd (5-5-5),John McCarthy,Jake Ellenberger,Kelvin Gastelum,L,0,10,24,0.41,12,27,1,1,1.0,0,0,3,7,20,3,4,0,0,8,21,2,3,0,0,0,10,24,12,27,1,1,0,0,3,7,20,3,4,0,0,8,21,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",12eec1df1fd078a2,Welterweight Bout,Submission,,1,4:46,286,3 Rnd (5-5-5),John McCarthy,Kelvin Gastelum,Jake Ellenberger,W,0,16,36,0.44,29,49,1,2,0.5,1,1,116,13,32,2,2,1,2,10,26,1,2,5,8,0,16,36,29,49,1,2,1,1,116,13,32,2,2,1,2,10,26,1,2,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",07f9fc40f1e6aa87,Women's Bantamweight Bout,TKO - Doctor's Stoppage,,2,1:30,390,3 Rnd (5-5-5),Herb Dean,Jessica Eye,Leslie Smith,W,0,80,185,0.43,84,189,0,0,0.0,0,0,0,55,156,7,9,18,20,76,180,4,5,0,0,0,64,149,64,149,0,0,0,0,0,46,128,4,6,14,15,63,148,1,1,0,0,0,16,36,20,40,0,0,0,0,0,9,28,3,3,4,5,13,32,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",07f9fc40f1e6aa87,Women's Bantamweight Bout,TKO - Doctor's Stoppage,,2,1:30,390,3 Rnd (5-5-5),Herb Dean,Leslie Smith,Jessica Eye,L,0,28,98,0.28,29,100,0,0,0.0,0,0,0,21,88,1,4,6,6,26,96,2,2,0,0,0,22,80,22,81,0,0,0,0,0,16,71,0,3,6,6,22,80,0,0,0,0,0,6,18,7,19,0,0,0,0,0,5,17,1,1,0,0,4,16,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",03a200326e56d597,UFC Interim Heavyweight Title Bout,KO/TKO,,2,2:27,447,5 Rnd (5-5-5-5-5),Herb Dean,Fabricio Werdum,Mark Hunt,W,1,21,37,0.56,31,48,0,3,0.0,0,0,7,11,24,5,8,5,5,14,25,0,0,7,12,0,8,12,15,19,0,2,0,0,0,1,4,3,4,4,4,8,12,0,0,0,0,1,13,25,16,29,0,1,0,0,7,10,20,2,4,1,1,6,13,0,0,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,UFC 180: Werdum vs Hunt,"Mexico City, Distrito Federal, Mexico",03a200326e56d597,UFC Interim Heavyweight Title Bout,KO/TKO,,2,2:27,447,5 Rnd (5-5-5-5-5),Herb Dean,Mark Hunt,Fabricio Werdum,L,1,10,36,0.27,15,43,1,1,1.0,0,0,113,9,35,0,0,1,1,5,31,3,3,2,2,1,9,25,14,31,1,1,0,0,108,8,24,0,0,1,1,4,20,3,3,2,2,0,1,11,1,12,0,0,0,0,5,1,11,0,0,0,0,1,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",fadb129e71d8fc22,Welterweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Wernei Cardoso,Dhiego Lima,Jorge de Oliveira,W,0,70,137,0.51,116,195,6,8,0.75,4,0,583,64,129,5,6,1,2,19,46,1,1,50,90,0,18,26,26,35,1,1,1,0,169,15,23,2,2,1,1,10,17,1,1,7,8,0,31,55,50,80,2,3,3,0,261,31,55,0,0,0,0,2,6,0,0,29,49,0,21,56,40,80,3,4,0,0,153,18,51,3,4,0,1,7,23,0,0,14,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",fadb129e71d8fc22,Welterweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Wernei Cardoso,Jorge de Oliveira,Dhiego Lima,L,0,23,68,0.33,62,114,0,0,0.0,0,0,0,10,48,8,11,5,9,16,60,7,8,0,0,0,9,23,30,44,0,0,0,0,0,2,13,6,6,1,4,4,18,5,5,0,0,0,7,13,20,31,0,0,0,0,0,5,11,1,1,1,1,5,11,2,2,0,0,0,7,32,12,39,0,0,0,0,0,3,24,1,4,3,4,7,31,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",e8907b881151b79d,Light Heavyweight Bout,KO/TKO,,1,0:34,34,5 Rnd (5-5-5-5-5),Mario Yamasaki,Mauricio Rua,Ovince Saint Preux,L,0,2,3,0.66,2,3,0,0,0.0,0,0,0,0,1,0,0,2,2,2,3,0,0,0,0,0,2,3,2,3,0,0,0,0,0,0,1,0,0,2,2,2,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",e8907b881151b79d,Light Heavyweight Bout,KO/TKO,,1,0:34,34,5 Rnd (5-5-5-5-5),Mario Yamasaki,Ovince Saint Preux,Mauricio Rua,W,1,9,15,0.6,9,15,0,0,0.0,0,0,6,8,14,1,1,0,0,2,3,0,0,7,12,1,9,15,9,15,0,0,0,0,6,8,14,1,1,0,0,2,3,0,0,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",db9f8144b50227f2,Women's Strawweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Keith Peterson,Juliana Lima,Nina Nunes,W,0,21,38,0.55,65,87,1,4,0.25,0,1,400,6,17,7,11,8,10,8,19,10,12,3,7,0,6,10,26,32,0,0,0,0,240,3,7,0,0,3,3,3,3,1,1,2,6,0,4,9,15,21,1,3,0,1,105,1,4,0,1,3,4,3,8,0,0,1,1,0,11,19,24,34,0,1,0,0,55,2,6,7,10,2,3,2,8,9,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",db9f8144b50227f2,Women's Strawweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Keith Peterson,Nina Nunes,Juliana Lima,L,0,23,43,0.53,53,75,0,1,0.0,2,0,163,6,19,15,20,2,4,13,25,9,17,1,1,0,3,5,10,13,0,0,1,0,36,1,3,2,2,0,0,2,4,1,1,0,0,0,7,10,14,17,0,0,1,0,0,2,4,3,4,2,2,6,9,0,0,1,1,0,13,28,29,45,0,1,0,0,127,3,12,10,14,0,2,5,12,8,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",cccb99dd4ec5c2d6,Welterweight Bout,Submission,,3,3:26,806,3 Rnd (5-5-5),Keith Peterson,Wagner Silva,Colby Covington,L,0,16,59,0.27,23,66,0,0,0.0,0,0,2,8,46,4,9,4,4,13,56,2,2,1,1,0,8,31,13,36,0,0,0,0,2,4,23,2,6,2,2,7,30,0,0,1,1,0,6,20,7,21,0,0,0,0,0,2,15,2,3,2,2,5,19,1,1,0,0,0,2,8,3,9,0,0,0,0,0,2,8,0,0,0,0,1,7,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",cccb99dd4ec5c2d6,Welterweight Bout,Submission,,3,3:26,806,3 Rnd (5-5-5),Keith Peterson,Colby Covington,Wagner Silva,W,0,23,62,0.37,97,155,5,12,0.41,1,0,501,13,44,7,15,3,3,13,47,5,8,5,7,0,12,33,16,41,2,4,0,0,112,7,25,3,6,2,2,9,29,1,1,2,3,0,8,22,31,50,2,7,0,0,199,3,12,4,9,1,1,4,15,4,7,0,0,0,3,7,50,64,1,1,1,0,190,3,7,0,0,0,0,0,3,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",cbe954d004415b51,Welterweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Keith Peterson,Warlley Alves,Alan Jouban,W,0,47,106,0.44,51,111,1,1,1.0,1,0,242,40,96,6,9,1,1,31,81,4,9,12,16,0,18,36,19,37,0,0,1,0,127,16,33,2,3,0,0,4,14,2,6,12,16,0,11,24,14,28,1,1,0,0,112,9,22,1,1,1,1,11,24,0,0,0,0,0,18,46,18,46,0,0,0,0,3,15,41,3,5,0,0,16,43,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",cbe954d004415b51,Welterweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Keith Peterson,Alan Jouban,Warlley Alves,L,0,79,156,0.5,96,173,0,0,0.0,0,0,35,54,120,14,22,11,14,71,143,8,13,0,0,0,19,30,22,33,0,0,0,0,31,11,21,5,5,3,4,12,22,7,8,0,0,0,15,36,27,48,0,0,0,0,0,8,26,4,6,3,4,15,36,0,0,0,0,0,45,90,47,92,0,0,0,0,4,35,73,5,11,5,6,44,85,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",a3480aa7bdc63c11,Welterweight Bout,Decision - Split,,3,5:00,900,3 Rnd (5-5-5),Mario Yamasaki,Claudio Silva,Leon Edwards,W,0,34,81,0.41,98,162,3,9,0.33,1,0,429,18,59,9,11,7,11,16,46,3,5,15,30,0,9,25,35,54,1,4,0,0,111,6,20,3,3,0,2,6,16,2,2,1,7,0,15,40,23,52,1,4,0,0,81,7,28,1,3,7,9,10,27,1,3,4,10,0,10,16,40,56,1,1,1,0,237,5,11,5,5,0,0,0,3,0,0,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",a3480aa7bdc63c11,Welterweight Bout,Decision - Split,,3,5:00,900,3 Rnd (5-5-5),Mario Yamasaki,Leon Edwards,Claudio Silva,L,0,33,61,0.54,42,70,0,0,0.0,0,2,97,25,52,8,9,0,0,22,49,6,7,5,5,0,15,27,19,31,0,0,0,1,71,12,23,3,4,0,0,7,19,4,4,4,4,0,14,26,14,26,0,0,0,0,2,9,21,5,5,0,0,13,24,1,2,0,0,0,4,8,9,13,0,0,0,1,24,4,8,0,0,0,0,2,6,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",7826c23386a1e09a,Featherweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Mario Yamasaki,Diego Rivas,Rodolfo Rubio Perez,W,0,15,40,0.37,46,77,2,3,0.66,0,3,405,10,33,2,4,3,3,8,27,2,3,5,10,0,4,16,13,28,1,2,0,1,151,4,16,0,0,0,0,2,9,0,0,2,7,0,5,12,11,18,1,1,0,1,124,4,10,0,1,1,1,4,11,0,0,1,1,0,6,12,22,31,0,0,0,1,130,2,7,2,3,2,2,2,7,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",7826c23386a1e09a,Featherweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Mario Yamasaki,Rodolfo Rubio Perez,Diego Rivas,L,0,17,47,0.36,53,86,2,6,0.33,0,1,193,7,35,8,10,2,2,10,39,2,3,5,5,0,2,14,17,29,1,1,0,0,59,2,13,0,1,0,0,2,14,0,0,0,0,0,11,23,22,35,0,0,0,1,57,3,14,7,8,1,1,6,17,0,1,5,5,0,4,10,14,22,1,5,0,0,77,2,8,1,1,1,1,2,8,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",49b05e23e3a2af13,Bantamweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Mario Yamasaki,Thomas Almeida,Tim Gorman,W,0,120,217,0.55,122,219,0,0,0.0,0,0,4,79,170,25,29,16,18,102,187,18,30,0,0,0,32,65,32,65,0,0,0,0,1,23,53,7,8,2,4,19,44,13,21,0,0,0,43,73,44,74,0,0,0,0,3,27,55,10,12,6,6,40,66,3,7,0,0,0,45,79,46,80,0,0,0,0,0,29,62,8,9,8,8,43,77,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",49b05e23e3a2af13,Bantamweight Bout,Decision - Unanimous,,3,5:00,900,3 Rnd (5-5-5),Mario Yamasaki,Tim Gorman,Thomas Almeida,L,0,67,189,0.35,71,195,2,11,0.18,0,0,132,63,180,1,4,3,5,64,186,3,3,0,0,0,25,48,29,54,2,6,0,0,115,23,43,0,2,2,3,22,45,3,3,0,0,0,18,64,18,64,0,3,0,0,17,17,62,0,0,1,2,18,64,0,0,0,0,0,24,77,24,77,0,2,0,0,0,23,75,1,2,0,0,24,77,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",208674403b0936d4,Middleweight Bout,KO/TKO,,1,0:31,31,3 Rnd (5-5-5),Keith Peterson,Caio Magalhaes,Trevor Smith,W,1,9,14,0.64,10,15,0,0,0.0,0,0,3,9,14,0,0,0,0,3,7,3,4,3,3,1,9,14,10,15,0,0,0,0,3,9,14,0,0,0,0,3,7,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",208674403b0936d4,Middleweight Bout,KO/TKO,,1,0:31,31,3 Rnd (5-5-5),Keith Peterson,Trevor Smith,Caio Magalhaes,L,0,2,5,0.4,2,5,0,0,0.0,0,0,0,2,5,0,0,0,0,2,4,0,1,0,0,0,2,5,2,5,0,0,0,0,0,2,5,0,0,0,0,2,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",207f105716df54f9,Lightweight Bout,Submission,,1,4:15,255,3 Rnd (5-5-5),Wernei Cardoso,Leandro Silva,Charlie Brenneman,W,0,4,8,0.5,12,16,1,1,1.0,1,0,64,2,5,2,3,0,0,4,8,0,0,0,0,0,4,8,12,16,1,1,1,0,64,2,5,2,3,0,0,4,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,"Uberlandia, Minas Gerais, Brazil",207f105716df54f9,Lightweight Bout,Submission,,1,4:15,255,3 Rnd (5-5-5),Wernei Cardoso,Charlie Brenneman,Leandro Silva,L,0,4,9,0.44,9,16,3,8,0.37,0,0,142,1,4,0,2,3,3,3,8,0,0,1,1,0,4,9,9,16,3,8,0,0,142,1,4,0,2,3,3,3,8,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
